name,type,start_time,duration
"Bitbang SPI","disable",2.078879583,0.000000083
"Bitbang SPI","enable",2.078882417,0.000000083
"Bitbang SPI","disable",2.078885583,0.000000083
"Bitbang SPI","enable",2.078888417,0.000000083
"Bitbang SPI","disable",2.078891583,0.000000083
"Bitbang SPI","enable",2.0788945,0.000000083
"Bitbang SPI","disable",2.078898083,0.000000083
"Bitbang SPI","enable",2.078901,0.000000083
"Bitbang SPI","disable",2.078904167,0.000000083
"Bitbang SPI","enable",2.078907,0.000000083
"Bitbang SPI","disable",2.07891025,0.000000083
"Bitbang SPI","enable",2.078913083,0.000000083
"Bitbang SPI","disable",2.07891625,0.000000083
"Bitbang SPI","enable",2.078919167,0.000000083
"Bitbang SPI","disable",2.078922333,0.000000083
"Bitbang SPI","enable",2.078925167,0.000000083
"Bitbang SPI","disable",2.078928333,0.000000083
"Bitbang SPI","enable",2.078931167,0.000000083
"Bitbang SPI","disable",2.078934333,0.000000083
"Bitbang SPI","enable",2.078937167,0.000000083
"Bitbang SPI","disable",2.078940417,0.000000083
"Bitbang SPI","enable",2.07894325,0.000000083
"Bitbang SPI","disable",2.078946917,0.000000083
"Bitbang SPI","enable",2.07894975,0.000000083
"Bitbang SPI","disable",2.078952917,0.000000083
"Bitbang SPI","enable",2.078955833,0.000000083
"Bitbang SPI","disable",2.078959,0.000000083
"Bitbang SPI","enable",2.078961833,0.000000083
"Bitbang SPI","disable",2.078965083,0.000000083
"Bitbang SPI","enable",2.078967917,0.000000083
"Bitbang SPI","disable",2.078971083,0.000000083
"Bitbang SPI","enable",2.078974,0.000000083
"Bitbang SPI","disable",2.078977167,0.000000083
"Bitbang SPI","enable",2.07898,0.000000083
"Bitbang SPI","disable",2.078983167,0.000000083
"Bitbang SPI","enable",2.078986083,0.000000083
"Bitbang SPI","disable",2.07898925,0.000000083
"Bitbang SPI","enable",2.078992083,0.000000083
"Bitbang SPI","disable",2.078998833,0.000000083
"Bitbang SPI","enable",2.079001667,0.000000083
"Bitbang SPI","disable",2.079004833,0.000000083
"Bitbang SPI","enable",2.07900775,0.000000083
"Bitbang SPI","disable",2.079010917,0.000000083
"Bitbang SPI","enable",2.07901375,0.000000083
"Bitbang SPI","disable",2.079017,0.000000083
"Bitbang SPI","enable",2.079019833,0.000000083
"Bitbang SPI","disable",2.079023,0.000000083
"Bitbang SPI","enable",2.079025917,0.000000083
"Bitbang SPI","disable",2.079029083,0.000000083
"Bitbang SPI","enable",2.079031917,0.000000083
"Bitbang SPI","disable",2.079035083,0.000000083
"Bitbang SPI","enable",2.079038,0.000000083
"Bitbang SPI","disable",2.079041167,0.000000083
"Bitbang SPI","enable",2.079044,0.000000083
"Bitbang SPI","disable",2.079047667,0.000000083
"Bitbang SPI","enable",2.0790505,0.000000083
"Bitbang SPI","disable",2.079053667,0.000000083
"Bitbang SPI","enable",2.079056583,0.000000083
"Bitbang SPI","disable",2.07905975,0.000000083
"Bitbang SPI","enable",2.079062583,0.000000083
"Bitbang SPI","disable",2.07906575,0.000000083
"Bitbang SPI","enable",2.079068667,0.000000083
"Bitbang SPI","disable",2.079071833,0.000000083
"Bitbang SPI","enable",2.079074667,0.000000083
"Bitbang SPI","disable",2.079077833,0.000000083
"Bitbang SPI","enable",2.079080667,0.000000083
"Bitbang SPI","disable",2.079083833,0.000000083
"Bitbang SPI","enable",2.07908675,0.000000083
"Bitbang SPI","disable",2.079089917,0.000000083
"Bitbang SPI","enable",2.07909275,0.000000083
"Bitbang SPI","disable",2.079096417,0.000000083
"Bitbang SPI","enable",2.07909925,0.000000083
"Bitbang SPI","disable",2.0791025,0.000000083
"Bitbang SPI","enable",2.079105333,0.000000083
"Bitbang SPI","disable",2.0791085,0.000000083
"Bitbang SPI","enable",2.079111417,0.000000083
"Bitbang SPI","disable",2.079114583,0.000000083
"Bitbang SPI","enable",2.079117417,0.000000083
"Bitbang SPI","disable",2.079120583,0.000000083
"Bitbang SPI","enable",2.0791235,0.000000083
"Bitbang SPI","disable",2.079126667,0.000000083
"Bitbang SPI","enable",2.0791295,0.000000083
"Bitbang SPI","disable",2.07913275,0.000000083
"Bitbang SPI","enable",2.079135583,0.000000083
"Bitbang SPI","disable",2.07913875,0.000000083
"Bitbang SPI","enable",2.079141667,0.000000083
"Bitbang SPI","disable",2.079148333,0.000000083
"Bitbang SPI","enable",2.079151167,0.000000083
"Bitbang SPI","disable",2.079154417,0.000000083
"Bitbang SPI","enable",2.07915725,0.000000083
"Bitbang SPI","disable",2.079160417,0.000000083
"Bitbang SPI","enable",2.079163333,0.000000083
"Bitbang SPI","disable",2.0791665,0.000000083
"Bitbang SPI","enable",2.079169333,0.000000083
"Bitbang SPI","disable",2.079172583,0.000000083
"Bitbang SPI","enable",2.079175417,0.000000083
"Bitbang SPI","disable",2.079178583,0.000000083
"Bitbang SPI","enable",2.0791815,0.000000083
"Bitbang SPI","disable",2.079184667,0.000000083
"Bitbang SPI","enable",2.0791875,0.000000083
